Year,x,q(x),l(x),d(x),L(x),T(x),e(x),D(x),M(x),A(x),N(x),a(x),12a(x)
2015,62,0.007321,90444,662,90113,2084295,23.05,17339,9559,0.5513,295928,17.0676,199.31 
2015,63,0.007948,89782,714,89425,1994182,22.21,16759,9435,0.5630,278589,16.6231,193.98 
2015,64,0.008676,89069,773,88682,1904756,21.39,16189,9305,0.5748,261830,16.1735,188.58 
2015,65,0.009525,88296,841,87875,1816074,20.57,15626,9169,0.5867,245641,15.7196,183.13 
2015,66,0.010472,87455,916,86997,1728199,19.76,15071,9024,0.5988,230015,15.2624,177.65 
2015,67,0.011481,86539,994,86042,1641202,18.96,14521,8870,0.6108,214944,14.8025,172.13 
2015,68,0.012540,85545,1073,85009,1555160,18.18,13977,8708,0.6230,200423,14.3398,166.58 
2015,69,0.013691,84473,1157,83894,1470151,17.40,13439,8537,0.6353,186446,13.8739,160.99 
2015,70,0.015029,83316,1252,82690,1386257,16.64,12906,8358,0.6476,173008,13.4050,155.36 
2015,71,0.016582,82064,1361,81383,1303567,15.88,12378,8169,0.6600,160102,12.9344,149.71 
2015,72,0.018308,80703,1477,79964,1222183,15.14,11853,7969,0.6723,147724,12.4633,144.06 
2015,73,0.020215,79226,1602,78425,1142219,14.42,11330,7758,0.6847,135871,11.9923,138.41 
2015,74,0.022352,77624,1735,76757,1063794,13.70,10809,7535,0.6971,124541,11.5220,132.76 
2015,75,0.024849,75889,1886,74946,987038,13.01,10290,7299,0.7094,113732,11.0532,127.14 
2015,76,0.027709,74003,2051,72978,912091,12.33,9770,7051,0.7216,103443,10.5877,121.55 
2015,77,0.030834,71953,2219,70843,839113,11.66,9250,6787,0.7338,93673,10.1272,116.03 
2015,78,0.034217,69734,2386,68541,768270,11.02,8729,6509,0.7457,84423,9.6719,110.56 
2015,79,0.037964,67348,2557,66070,699729,10.39,8208,6218,0.7576,75694,9.2215,105.16 
2015,80,0.042318,64791,2742,63420,633659,9.78,7689,5915,0.7693,67486,8.7767,99.82 
2015,81,0.047335,62049,2937,60581,570239,9.19,7170,5598,0.7808,59797,8.3396,94.58 
2015,82,0.052890,59112,3126,57549,509658,8.62,6651,5268,0.7920,52626,7.9123,89.45 
2015,83,0.059001,55986,3303,54334,452109,8.08,6134,4925,0.8029,45975,7.4954,84.44 
2015,84,0.065808,52683,3467,50949,397775,7.55,5620,4573,0.8136,39841,7.0890,79.57 
2015,85,0.073483,49216,3617,47407,346826,7.05,5112,4213,0.8240,34221,6.6939,74.83 
2015,86,0.082180,45599,3747,43725,299419,6.57,4612,3847,0.8341,29109,6.3114,70.24 
2015,87,0.092005,41852,3851,39927,255693,6.11,4122,3478,0.8438,24497,5.9433,65.82 
2015,88,0.103020,38001,3915,36044,215767,5.68,3644,3109,0.8530,20375,5.5911,61.59 
2015,89,0.115242,34086,3928,32122,179723,5.27,3183,2743,0.8618,16731,5.2566,57.58 
2015,90,0.128667,30158,3880,28218,147601,4.89,2742,2386,0.8701,13548,4.9410,53.79 
2015,91,0.143278,26278,3765,24395,119383,4.54,2326,2042,0.8779,10806,4.6451,50.24 
2015,92,0.159047,22513,3581,20722,94987,4.22,1941,1718,0.8851,8480,4.3695,46.93 
2015,93,0.175942,18932,3331,17267,74265,3.92,1589,1417,0.8918,6539,4.1150,43.88 
2015,94,0.193923,15601,3025,14088,56998,3.65,1275,1145,0.8979,4950,3.8821,41.09 
2015,95,0.212105,12576,2667,11242,42910,3.41,1001,904,0.9035,3675,3.6720,38.56 
2015,96,0.230201,9908,2281,8768,31668,3.20,768,697,0.9084,2674,3.4829,36.29 
2015,97,0.247899,7627,1891,6682,22900,3.00,576,525,0.9129,1906,3.3125,34.25 
2015,98,0.264865,5737,1519,4977,16218,2.83,421,386,0.9170,1331,3.1577,32.39 
2015,99,0.280757,4217,1184,3625,11241,2.67,302,278,0.9208,909,3.0143,30.67 
2015,100,0.297603,3033,903,2582,7615,2.51,211,195,0.9244,608,2.8762,29.01 
2015,101,0.315459,2131,672,1794,5034,2.36,144,134,0.9279,396,2.7433,27.42 
2015,102,0.334386,1458,488,1215,3239,2.22,96,90,0.9312,252,2.6155,25.89 
2015,103,0.354450,971,344,799,2025,2.09,62,58,0.9345,156,2.4925,24.41 
2015,104,0.375716,627,235,509,1226,1.96,39,37,0.9376,93,2.3745,22.99 
2015,105,0.398259,391,156,313,717,1.83,24,22,0.9406,54,2.2611,21.63 
2015,106,0.422155,235,99,186,404,1.71,14,13,0.9434,30,2.1524,20.33 
2015,107,0.447484,136,61,106,218,1.60,8,7,0.9462,16,2.0481,19.08 
2015,108,0.474333,75,36,57,112,1.49,4,4,0.9488,8,1.9482,17.88 
2015,109,0.502793,40,20,30,55,1.39,2,2,0.9513,4,1.8526,16.73 
2015,110,0.532961,20,10,14,25,1.29,1,1,0.9537,2,1.7611,15.63 
2015,111,0.564939,9,5,7,11,1.20,0,0,0.9560,1,1.6736,14.58 
2015,112,0.598835,4,2,3,4,1.11,0,0,0.9582,0,1.5900,13.58 
2015,113,0.634765,2,1,1,2,1.03,0,0,0.9603,0,1.5105,12.63 
2015,114,0.672851,1,0,0,1,0.95,0,0,0.9623,0,1.4354,11.72 
2015,115,0.711937,0,0,0,0,0.88,0,0,0.9641,0,1.3667,10.90 
2015,116,0.747533,0,0,0,0,0.82,0,0,0.9656,0,1.3074,10.19 
2015,117,0.784910,0,0,0,0,0.76,0,0,0.9671,0,1.2504,9.51 
2015,118,0.824156,0,0,0,0,0.70,0,0,0.9686,0,1.1958,8.85 
2015,119,0.865363,0,0,0,0,0.65,0,0,0.9699,0,1.1433,8.22 
2016,0,0.005048,100000,505,99555,8147127,81.47,100000,12578,0.1258,3325284,33.2528,393.53 
2016,1,0.000327,99495,33,99479,8047571,80.88,96879,12086,0.1248,3225284,33.2917,394.00 
2016,2,0.000213,99463,21,99452,7948093,79.91,94302,12055,0.1278,3128405,33.1745,392.59 
2016,3,0.000159,99441,16,99433,7848641,78.93,91803,12036,0.1311,3034103,33.0502,391.10 
2016,4,0.000119,99426,12,99420,7749207,77.94,89375,12021,0.1345,2942301,32.9208,389.55 
2016,5,0.000107,99414,11,99408,7649788,76.95,87015,12011,0.1380,2852926,32.7866,387.94 
2016,6,0.000098,99403,10,99398,7550379,75.96,84718,12002,0.1417,2765911,32.6484,386.28 
2016,7,0.000091,99393,9,99389,7450981,74.96,82483,11994,0.1454,2681192,32.5060,384.57 
2016,8,0.000086,99384,9,99380,7351592,73.97,80307,11987,0.1493,2598710,32.3596,382.82 
2016,9,0.000083,99376,8,99372,7252212,72.98,78189,11980,0.1532,2518402,32.2091,381.01 
2016,10,0.000082,99367,8,99363,7152841,71.98,76127,11974,0.1573,2440213,32.0544,379.15 
2016,11,0.000086,99359,9,99355,7053477,70.99,74120,11967,0.1615,2364086,31.8955,377.25 
2016,12,0.000098,99351,10,99346,6954122,70.00,72165,11961,0.1657,2289966,31.7324,375.29 
2016,13,0.000117,99341,12,99335,6854776,69.00,70261,11954,0.1701,2217802,31.5653,373.28 
2016,14,0.000143,99329,14,99322,6755441,68.01,68406,11946,0.1746,2147541,31.3942,371.23 
2016,15,0.000172,99315,17,99307,6656119,67.02,66598,11937,0.1792,2079135,31.2193,369.13 
2016,16,0.000203,99298,20,99288,6556812,66.03,64836,11926,0.1839,2012538,31.0406,366.99 
2016,17,0.000237,99278,24,99266,6457524,65.04,63118,11913,0.1887,1947702,30.8580,364.80 
2016,18,0.000273,99254,27,99241,6358258,64.06,61444,11898,0.1936,1884584,30.6714,362.56 
2016,19,0.000310,99227,31,99212,6259017,63.08,59813,11882,0.1987,1823139,30.4809,360.27 
2016,20,0.000350,99197,35,99179,6159805,62.10,58222,11864,0.2038,1763327,30.2862,357.93 
2016,21,0.000390,99162,39,99143,6060626,61.12,56672,11844,0.2090,1705105,30.0875,355.55 
2016,22,0.000426,99123,42,99102,5961484,60.14,55160,11823,0.2143,1648433,29.8845,353.11 
2016,23,0.000457,99081,45,99058,5862382,59.17,53687,11800,0.2198,1593273,29.6770,350.62 
2016,24,0.000485,99036,48,99012,5763323,58.19,52252,11776,0.2254,1539586,29.4648,348.08 
2016,25,0.000512,98988,51,98962,5664312,57.22,50853,11751,0.2311,1487334,29.2475,345.47 
2016,26,0.000542,98937,54,98910,5565349,56.25,49491,11726,0.2369,1436481,29.0250,342.80 
2016,27,0.000572,98883,57,98855,5466439,55.28,48164,11700,0.2429,1386990,28.7973,340.07 
2016,28,0.000603,98827,60,98797,5367584,54.31,46871,11673,0.2490,1338826,28.5642,337.27 
2016,29,0.000636,98767,63,98736,5268787,53.35,45611,11645,0.2553,1291955,28.3255,334.41 
2016,30,0.000671,98704,66,98671,5170052,52.38,44384,11617,0.2617,1246344,28.0812,331.47 
2016,31,0.000709,98638,70,98603,5071381,51.41,43188,11588,0.2683,1201960,27.8311,328.47 
2016,32,0.000749,98568,74,98531,4972778,50.45,42023,11558,0.2750,1158773,27.5750,325.40 
2016,33,0.000793,98494,78,98455,4874246,49.49,40887,11528,0.2819,1116750,27.3130,322.26 
2016,34,0.000840,98416,83,98375,4775791,48.53,39781,11496,0.2890,1075863,27.0449,319.04 
2016,35,0.000895,98334,88,98290,4677416,47.57,38702,11463,0.2962,1036083,26.7706,315.75 
2016,36,0.000956,98246,94,98199,4579127,46.61,37651,11430,0.3036,997380,26.4901,312.38 
2016,37,0.001020,98152,100,98102,4480928,45.65,36626,11395,0.3111,959729,26.2034,308.94 
2016,38,0.001085,98051,106,97998,4382827,44.70,35627,11358,0.3188,923103,25.9103,305.42 
2016,39,0.001156,97945,113,97888,4284829,43.75,34653,11321,0.3267,887476,25.6107,301.83 
2016,40,0.001234,97832,121,97772,4186940,42.80,33703,11282,0.3347,852824,25.3044,298.15 
2016,41,0.001329,97711,130,97646,4089169,41.85,32776,11241,0.3430,819121,24.9915,294.40 
2016,42,0.001447,97581,141,97511,3991522,40.90,31872,11199,0.3514,786345,24.6720,290.56 
2016,43,0.001594,97440,155,97363,3894012,39.96,30989,11154,0.3599,754473,24.3464,286.66 
2016,44,0.001766,97285,172,97199,3796649,39.03,30126,11106,0.3686,723484,24.0150,282.68 
2016,45,0.001953,97113,190,97018,3699450,38.09,29282,11054,0.3775,693358,23.6783,278.64 
2016,46,0.002153,96923,209,96819,3602432,37.17,28457,10998,0.3865,664075,23.3361,274.53 
2016,47,0.002374,96715,230,96600,3505613,36.25,27649,10939,0.3956,635619,22.9887,270.36 
2016,48,0.002620,96485,253,96359,3409013,35.33,26858,10875,0.4049,607969,22.6362,266.13 
2016,49,0.002885,96232,278,96094,3312654,34.42,26084,10806,0.4143,581111,22.2787,261.84 
2016,50,0.003171,95955,304,95803,3216561,33.52,25325,10733,0.4238,555027,21.9165,257.50 
2016,51,0.003466,95650,332,95485,3120758,32.63,24581,10655,0.4335,529703,21.5495,253.09 
2016,52,0.003759,95319,358,95140,3025274,31.74,23852,10572,0.4432,505122,21.1778,248.63 
2016,53,0.004041,94961,384,94769,2930134,30.86,23137,10484,0.4531,481270,20.8008,244.11 
2016,54,0.004320,94577,409,94373,2835365,29.98,22438,10393,0.4632,458133,20.4179,239.51 
2016,55,0.004629,94168,436,93950,2740992,29.11,21754,10299,0.4734,435695,20.0287,234.84 
2016,56,0.004965,93732,465,93500,2647042,28.24,21084,10201,0.4838,413942,19.6333,230.10 
2016,57,0.005293,93267,494,93020,2553542,27.38,20427,10099,0.4944,392858,19.2319,225.28 
2016,58,0.005603,92773,520,92513,2460522,26.52,19785,9994,0.5051,372431,18.8238,220.39 
2016,59,0.005920,92254,546,91981,2368009,25.67,19157,9886,0.5160,352646,18.4082,215.40 
2016,60,0.006274,91707,575,91420,2276028,24.82,18543,9775,0.5272,333489,17.9847,210.32 
2016,61,0.006700,91132,611,90827,2184608,23.97,17942,9662,0.5385,314946,17.5534,205.14 
2016,62,0.007213,90521,653,90195,2093782,23.13,17353,9545,0.5500,297004,17.1150,199.88 
2016,63,0.007830,89869,704,89517,2003587,22.29,16775,9423,0.5617,279650,16.6704,194.54 
2016,64,0.008551,89165,762,88784,1914070,21.47,16206,9295,0.5736,262875,16.2205,189.15 
2016,65,0.009395,88402,831,87987,1825286,20.65,15645,9160,0.5855,246669,15.7663,183.70 
2016,66,0.010334,87572,905,87119,1737299,19.84,15091,9017,0.5975,231023,15.3088,178.21 
2016,67,0.011331,86667,982,86176,1650180,19.04,14542,8865,0.6096,215933,14.8486,172.68 
2016,68,0.012371,85685,1060,85155,1564004,18.25,14000,8705,0.6218,201390,14.3855,167.13 
2016,69,0.013498,84625,1142,84054,1478849,17.48,13463,8536,0.6341,187391,13.9191,161.53 
2016,70,0.014810,83483,1236,82864,1394795,16.71,12932,8359,0.6464,173928,13.4494,155.89 
2016,71,0.016339,82246,1344,81574,1311931,15.95,12405,8173,0.6588,160996,12.9778,150.23 
2016,72,0.018043,80902,1460,80172,1230357,15.21,11882,7976,0.6712,148590,12.5055,144.57 
2016,73,0.019933,79443,1584,78651,1150184,14.48,11361,7767,0.6836,136708,12.0333,138.90 
2016,74,0.022056,77859,1717,77000,1071533,13.76,10842,7546,0.6960,125348,11.5616,133.24 
2016,75,0.024540,76142,1869,75208,994533,13.06,10324,7313,0.7084,114506,11.0914,127.60 
2016,76,0.027384,74273,2034,73256,919326,12.38,9806,7067,0.7207,104182,10.6246,122.00 
2016,77,0.030490,72239,2203,71138,846069,11.71,9286,6805,0.7328,94376,10.1628,116.45 
2016,78,0.033850,70037,2371,68851,774931,11.06,8767,6530,0.7448,85090,9.7061,110.97 
2016,79,0.037571,67666,2542,66395,706080,10.43,8247,6241,0.7567,76323,9.2545,105.55 
2016,80,0.041896,65124,2728,63760,639685,9.82,7729,5939,0.7684,68076,8.8083,100.20 
2016,81,0.046881,62395,2925,60933,575925,9.23,7210,5624,0.7800,60347,8.3698,94.94 
2016,82,0.052407,59470,3117,57912,514993,8.66,6691,5295,0.7912,53137,7.9410,89.79 
2016,83,0.058494,56354,3296,54705,457081,8.11,6174,4953,0.8022,46446,7.5227,84.77 
2016,84,0.065277,53057,3463,51325,402375,7.58,5660,4601,0.8129,40272,7.1150,79.88 
2016,85,0.072925,49594,3617,47785,351050,7.08,5152,4242,0.8234,34612,6.7186,75.12 
2016,86,0.081587,45977,3751,44102,303264,6.60,4650,3876,0.8335,29460,6.3350,70.52 
2016,87,0.091370,42226,3858,40297,259163,6.14,4159,3506,0.8432,24810,5.9658,66.09 
2016,88,0.102332,38368,3926,36405,218866,5.70,3679,3136,0.8524,20651,5.6127,61.85 
2016,89,0.114493,34442,3943,32470,182461,5.30,3216,2770,0.8613,16972,5.2773,57.83 
2016,90,0.127848,30498,3899,28549,149991,4.92,2773,2411,0.8696,13756,4.9607,54.03 
2016,91,0.142384,26599,3787,24705,121443,4.57,2355,2066,0.8774,10983,4.6640,50.47 
2016,92,0.158073,22812,3606,21009,96737,4.24,1966,1740,0.8846,8628,4.3876,47.15 
2016,93,0.174885,19206,3359,17526,75728,3.94,1612,1437,0.8914,6662,4.1323,44.09 
2016,94,0.192782,15847,3055,14320,58202,3.67,1295,1162,0.8975,5049,3.8987,41.28 
2016,95,0.210878,12792,2698,11443,43882,3.43,1018,919,0.9030,3754,3.6879,38.75 
2016,96,0.228887,10094,2310,8939,32439,3.21,782,710,0.9080,2736,3.4982,36.48 
2016,97,0.246496,7784,1919,6825,23500,3.02,587,536,0.9125,1954,3.3272,34.43 
2016,98,0.263373,5865,1545,5093,16675,2.84,431,395,0.9166,1367,3.1719,32.56 
2016,99,0.279175,4321,1206,3717,11582,2.68,309,284,0.9204,936,3.0280,30.84 
2016,100,0.295926,3114,922,2654,7865,2.53,217,200,0.9240,627,2.8894,29.17 
2016,101,0.313681,2193,688,1849,5212,2.38,149,138,0.9275,410,2.7560,27.57 
2016,102,0.332502,1505,500,1255,3363,2.23,99,93,0.9309,261,2.6276,26.03 
2016,103,0.352452,1005,354,827,2108,2.10,65,60,0.9342,162,2.5043,24.55 
2016,104,0.373600,650,243,529,1280,1.97,41,38,0.9373,97,2.3857,23.13 
2016,105,0.396016,407,161,327,752,1.84,25,23,0.9403,56,2.2719,21.76 
2016,106,0.419776,246,103,194,425,1.73,15,14,0.9431,32,2.1627,20.45 
2016,107,0.444963,143,64,111,230,1.61,8,8,0.9459,17,2.0581,19.20 
2016,108,0.471661,79,37,61,119,1.50,4,4,0.9485,9,1.9577,17.99 
2016,109,0.499960,42,21,31,59,1.40,2,2,0.9511,4,1.8617,16.84 
2016,110,0.529958,21,11,15,27,1.30,1,1,0.9535,2,1.7698,15.74 
2016,111,0.561756,10,6,7,12,1.21,1,0,0.9558,1,1.6819,14.68 
2016,112,0.595461,4,3,3,5,1.12,0,0,0.9580,0,1.5980,13.68 
2016,113,0.631189,2,1,1,2,1.04,0,0,0.9601,0,1.5182,12.72 
2016,114,0.669060,1,0,0,1,0.96,0,0,0.9621,0,1.4431,11.82 
2016,115,0.707120,0,0,0,0,0.89,0,0,0.9638,0,1.3752,11.00 
2016,116,0.742476,0,0,0,0,0.83,0,0,0.9654,0,1.3155,10.29 
2016,117,0.779600,0,0,0,0,0.77,0,0,0.9669,0,1.2582,9.60 
2016,118,0.818579,0,0,0,0,0.71,0,0,0.9684,0,1.2032,8.94 
2016,119,0.859508,0,0,0,0,0.65,0,0,0.9698,0,1.1505,8.31 
2017,0,0.004956,100000,496,99563,8157966,81.58,100000,12535,0.1253,3326918,33.2692,393.73 
2017,1,0.000321,99504,32,99488,8058403,80.99,96888,12052,0.1244,3226918,33.3055,394.17 
2017,2,0.000209,99473,21,99462,7958914,80.01,94311,12022,0.1275,3130029,33.1884,392.76 
2017,3,0.000156,99452,16,99444,7859452,79.03,91812,12003,0.1307,3035718,33.0644,391.27 
2017,4,0.000117,99436,12,99430,7760008,78.04,89385,11989,0.1341,2943906,32.9353,389.72 
2017,5,0.000105,99424,10,99419,7660578,77.05,87024,11979,0.1376,2854521,32.8014,388.12 
2017,6,0.000096,99414,10,99409,7561159,76.06,84728,11970,0.1413,2767497,32.6634,386.46 
2017,7,0.000089,99405,9,99400,7461750,75.06,82492,11962,0.1450,2682769,32.5215,384.76 
2017,8,0.000084,99396,8,99392,7362349,74.07,80316,11955,0.1488,2600277,32.3754,383.01 
2017,9,0.000081,99387,8,99383,7262958,73.08,78198,11948,0.1528,2519961,32.2253,381.20 
2017,10,0.000081,99379,8,99375,7163575,72.08,76136,11942,0.1568,2441763,32.0710,379.35 
2017,11,0.000085,99371,8,99367,7064199,71.09,74129,11936,0.1610,2365626,31.9124,377.45 
2017,12,0.000096,99363,10,99358,6964832,70.09,72174,11930,0.1653,2291498,31.7498,375.50 
2017,13,0.000115,99353,11,99348,6865474,69.10,70269,11923,0.1697,2219324,31.5831,373.50 
2017,14,0.000140,99342,14,99335,6766127,68.11,68414,11915,0.1742,2149055,31.4124,371.45 
2017,15,0.000168,99328,17,99320,6666792,67.12,66606,11906,0.1788,2080640,31.2379,369.35 
2017,16,0.000197,99311,20,99302,6567472,66.13,64844,11895,0.1834,2014034,31.0595,367.21 
2017,17,0.000230,99292,23,99280,6468170,65.14,63127,11883,0.1882,1949190,30.8772,365.03 
2017,18,0.000266,99269,26,99256,6368890,64.16,61453,11868,0.1931,1886063,30.6910,362.79 
2017,19,0.000304,99242,30,99227,6269634,63.17,59822,11852,0.1981,1824609,30.5008,360.51 
2017,20,0.000344,99212,34,99195,6170407,62.19,58231,11835,0.2032,1764788,30.3065,358.18 
2017,21,0.000385,99178,38,99159,6071212,61.22,56681,11815,0.2085,1706556,30.1081,355.80 
2017,22,0.000422,99140,42,99119,5972053,60.24,55169,11794,0.2138,1649875,29.9056,353.37 
2017,23,0.000454,99098,45,99076,5872934,59.26,53696,11771,0.2192,1594706,29.6986,350.88 
2017,24,0.000482,99053,48,99029,5773858,58.29,52261,11748,0.2248,1541009,29.4868,348.34 
2017,25,0.000510,99005,51,98980,5674829,57.32,50862,11723,0.2305,1488749,29.2701,345.74 
2017,26,0.000540,98955,53,98928,5575849,56.35,49500,11698,0.2363,1437886,29.0482,343.08 
2017,27,0.000571,98901,56,98873,5476921,55.38,48173,11672,0.2423,1388386,28.8211,340.35 
2017,28,0.000602,98845,60,98815,5378047,54.41,46879,11645,0.2484,1340213,28.5885,337.56 
2017,29,0.000635,98785,63,98754,5279232,53.44,45619,11617,0.2547,1293334,28.3505,334.71 
2017,30,0.000670,98723,66,98690,5180478,52.48,44392,11589,0.2611,1247715,28.1068,331.78 
2017,31,0.000707,98657,70,98622,5081789,51.51,43196,11560,0.2676,1203323,27.8573,328.79 
2017,32,0.000747,98587,74,98550,4983167,50.55,42031,11531,0.2743,1160127,27.6020,325.72 
2017,33,0.000790,98513,78,98474,4884617,49.58,40895,11500,0.2812,1118096,27.3407,322.59 
2017,34,0.000836,98435,82,98394,4786143,48.62,39788,11469,0.2882,1077201,27.0733,319.38 
2017,35,0.000890,98353,88,98309,4687748,47.66,38710,11436,0.2954,1037413,26.7997,316.10 
2017,36,0.000951,98266,93,98219,4589439,46.70,37659,11403,0.3028,998703,26.5199,312.74 
2017,37,0.001013,98172,99,98122,4491220,45.75,36634,11368,0.3103,961044,26.2338,309.31 
2017,38,0.001076,98073,106,98020,4393098,44.79,35635,11332,0.3180,924411,25.9414,305.80 
